1,1466550943,2016,6,23,0,15,43,4201794.32018,177904.310891,4779285.19923,0.254497041113,0.858418671213,0.227163216063,0,0
1,1466551843,2016,6,23,0,30,43,4201794.3647,177905.106013,4779285.0463,0.190085259467,0.708437426842,0.185319985281,0,0
1,1466552743,2016,6,23,0,45,43,4201794.40086,177905.307103,4779285.00282,0.167847999271,0.552270655487,0.144115649021,0,0
1,1466553643,2016,6,23,1,0,43,4201794.63393,177905.510173,4779285.06032,0.156214400811,0.408362501003,0.105706379073,0,0
1,1466554543,2016,6,23,1,15,43,4201794.65688,177905.594614,4779285.02292,0.15023773713,0.34125205658,0.0903490089375,0,0
1,1466555443,2016,6,23,1,30,43,4201794.63624,177905.812039,4779285.02175,0.144080346957,0.297109872417,0.0813494194803,0,0
1,1466556343,2016,6,23,1,45,43,4201794.52996,177905.7425,4779284.9722,0.137752720321,0.265008392611,0.0753438976591,0,0
1,1466557243,2016,6,23,2,0,43,4201794.50258,177905.783176,4779284.96719,0.131393472558,0.24121450283,0.0684450955417,0,0
1,1466558143,2016,6,23,2,15,43,4201794.42787,177905.638269,4779284.94618,0.116815185035,0.212512375739,0.0615839606224,0,0
1,1466559043,2016,6,23,2,30,43,4201794.25217,177905.396209,4779284.91163,0.0951646947271,0.163843026381,0.0561877317553,0,0
1,1466559943,2016,6,23,2,45,43,4201794.22338,177905.377241,4779284.91999,0.0830385676354,0.139022023061,0.052693386641,0,0
1,1466560843,2016,6,23,3,0,43,4201794.21313,177905.406795,4779284.90235,0.0748135575517,0.124285466826,0.0501264896637,0,0
1,1466561743,2016,6,23,3,15,43,4201794.22394,177905.416957,4779284.89748,0.071646085387,0.121861123109,0.0482389490575,0,0
1,1466562643,2016,6,23,3,30,43,4201794.26978,177905.450021,4779284.88283,0.0684114704799,0.119969248467,0.0467019077601,0,0
1,1466563543,2016,6,23,3,45,43,4201794.30416,177905.464978,4779284.87768,0.0643139691532,0.118259980344,0.0453423976154,0,0
1,1466564443,2016,6,23,4,0,43,4201794.27656,177905.433337,4779284.86683,0.0611140695579,0.116477936072,0.0440676639004,0,0
1,1466565343,2016,6,23,4,15,43,4201794.27233,177905.453856,4779284.86302,0.0582869263372,0.113981542774,0.0431224499166,0,0
1,1466566243,2016,6,23,4,30,43,4201794.26983,177905.404109,4779284.87522,0.0560077306798,0.110315052741,0.0421469188272,0,0
1,1466567143,2016,6,23,4,45,43,4201794.28836,177905.378099,4779284.87031,0.0538538649546,0.105402194953,0.0409692250212,0,0
1,1466568043,2016,6,23,5,0,43,4201794.27116,177905.386558,4779284.85677,0.0522106380972,0.0997354302036,0.0401216974511,0,0
1,1466568943,2016,6,23,5,15,43,4201794.2773,177905.373355,4779284.85555,0.0505266408175,0.0939156352218,0.0393636258347,0,0
1,1466569843,2016,6,23,5,30,43,4201794.27794,177905.371653,4779284.85532,0.0488862894876,0.0886263375632,0.0387221466266,0,0
1,1466570743,2016,6,23,5,45,43,4201794.27465,177905.381879,4779284.8582,0.0473629523248,0.0840215184596,0.0378629603603,0,0
1,1466571643,2016,6,23,6,0,43,4201794.27608,177905.375419,4779284.85617,0.0460009378485,0.0807034922025,0.0370920756474,0,0
1,1466572543,2016,6,23,6,15,43,4201794.26914,177905.397185,4779284.85225,0.0448154164731,0.077777141579,0.0364517351506,0,0
1,1466573443,2016,6,23,6,30,43,4201794.28192,177905.422698,4779284.84808,0.0437525421153,0.075633595932,0.0358774068576,0,0
1,1466574343,2016,6,23,6,45,43,4201794.29048,177905.41414,4779284.85709,0.042841269798,0.0739900893542,0.0353724686074,0,0
1,1466575243,2016,6,23,7,0,43,4201794.28232,177905.405298,4779284.86013,0.0422346889962,0.0721801398349,0.0344854830505,0,0
1,1466576143,2016,6,23,7,15,43,4201794.27437,177905.347909,4779284.85208,0.0417851084919,0.0707938274062,0.0338264333456,0,0
1,1466577043,2016,6,23,7,30,43,4201794.27461,177905.346956,4779284.85202,0.0414506440449,0.0692608096105,0.0332137555415,0,0
1,1466577943,2016,6,23,7,45,43,4201794.28118,177905.348317,4779284.85038,0.0411201913373,0.0668484698443,0.0323634987809,0,0
1,1466578843,2016,6,23,8,0,43,4201794.28077,177905.355647,4779284.84777,0.0409487905511,0.0644357507319,0.0316918539691,0,0
1,1466579743,2016,6,23,8,15,43,4201794.28661,177905.367523,4779284.84592,0.0406699745839,0.0618152637813,0.0311111851621,0,0
1,1466580643,2016,6,23,8,30,43,4201794.28917,177905.360713,4779284.84445,0.0404399176253,0.0596813472282,0.0308061435632,0,0
1,1466581543,2016,6,23,8,45,43,4201794.28363,177905.387783,4779284.86075,0.0402146736077,0.0579662675807,0.0305414403512,0,0
1,1466582443,2016,6,23,9,0,43,4201794.28694,177905.379527,4779284.85737,0.0399272438119,0.0566009026888,0.030135746717,0,0
1,1466583343,2016,6,23,9,15,43,4201794.29255,177905.360153,4779284.84032,0.0392767906331,0.0554470334634,0.0297258148467,0,0
1,1466584243,2016,6,23,9,30,43,4201794.30059,177905.404835,4779284.8506,0.0383619990508,0.054408347922,0.0293887441885,0,0
1,1466585143,2016,6,23,9,45,43,4201794.29245,177905.376841,4779284.83636,0.0376116270435,0.0534974619382,0.0291517449303,0,0
1,1466586043,2016,6,23,10,0,43,4201794.27803,177905.401054,4779284.82575,0.037016226878,0.052182010625,0.0289067143511,0,0
1,1466586943,2016,6,23,10,15,43,4201794.29229,177905.39182,4779284.81937,0.036521261125,0.050782603451,0.0286767045466,0,0
1,1466587843,2016,6,23,10,30,43,4201794.28152,177905.412103,4779284.8245,0.0362718454458,0.0493857705806,0.0285121713066,0,0
1,1466588743,2016,6,23,10,45,43,4201794.28047,177905.380319,4779284.82903,0.0360631525375,0.0479538926295,0.0282009245568,0,0
1,1466589643,2016,6,23,11,0,43,4201794.28145,177905.41183,4779284.81885,0.035921858396,0.0465927990902,0.0278984241306,0,0
1,1466590543,2016,6,23,11,15,43,4201794.28764,177905.39316,4779284.80914,0.0356480267901,0.0453586510116,0.0275483407358,0,0
