1,1466591443,2016,6,23,11,30,43,4201794.28571,177905.401694,4779284.81408,0.0354803282147,0.0446388435996,0.0273034809093,0,0
1,1466592343,2016,6,23,11,45,43,4201794.28797,177905.39759,4779284.81261,0.0352632274923,0.0440657730209,0.0270903776698,0,0
1,1466593243,2016,6,23,12,0,43,4201794.30118,177905.403898,4779284.82254,0.0349531198205,0.0436357964064,0.0268209736361,0,0
1,1466594143,2016,6,23,12,15,43,4201794.29883,177905.400305,4779284.81813,0.0345879238203,0.0433154998631,0.0266068853747,0,0
1,1466595043,2016,6,23,12,30,43,4201794.29196,177905.407083,4779284.82066,0.0342018356515,0.0430666174391,0.0264960362921,0,0
1,1466595943,2016,6,23,12,45,43,4201794.29573,177905.397877,4779284.81796,0.0337479832563,0.0428235493719,0.0262683538328,0,0
1,1466596843,2016,6,23,13,0,43,4201794.29669,177905.404814,4779284.81795,0.0335070194255,0.0427317918038,0.0261245375774,0,0
1,1466597743,2016,6,23,13,15,43,4201794.29448,177905.397073,4779284.82055,0.0333113441596,0.0425913464634,0.0259618184381,0,0
1,1466598643,2016,6,23,13,30,43,4201794.2979,177905.396278,4779284.82266,0.0331487426779,0.0424021648609,0.0257922743494,0,0
1,1466599543,2016,6,23,13,45,43,4201794.2979,177905.396278,4779284.82266,0.0329996158191,0.0421788077803,0.025630161081,0,0
